,noun,adj,turker_judgment,wiki_similarity,ldp_similarity,bert_p,bert_gen
930,wheel,purple,2.5,0.3648108243942261,0.38907742500305176,9.684144606580958e-05,0.0014297784073278308
931,card,purple,2.25,0.4605214297771454,0.35720232129096985,0.0006310045719146729,0.005032624118030071
932,shirt,purple,3.0,0.4843622446060181,0.3109249472618103,0.02609308622777462,0.008431644178926945
933,onion,purple,3.75,0.4174829125404358,0.29399752616882324,0.02833554893732071,0.018386859446763992
934,flower,purple,2.75,0.5340493321418762,0.7050505280494691,0.228814959526062,0.10083702951669693
935,star,purple,2.5,0.42220962047576893,0.7220385074615479,0.015942148864269257,0.02301679365336895
936,footprint,purple,2.75,0.2754831314086914,0.18254731595516205,0.0025554995518177748,0.0010262473952025175
937,guy,purple,1.0,0.3631254136562347,0.24149106442928314,0.0027221457567065954,0.0008861803216859698
938,basket,purple,2.25,0.3428420722484589,0.2641745209693909,6.790961197111756e-05,0.0013076134491711855
939,fish,purple,2.25,0.3743968904018402,0.5353072881698608,0.023299993947148323,0.005255168303847313
940,collar,purple,2.75,0.4723238945007324,0.3744189441204071,0.025580082088708878,0.0037298393435776234
941,necklace,purple,3.0,0.4384124875068665,0.403869092464447,0.022932298481464386,0.048149824142456055
942,arm,purple,1.5,0.3580097854137421,0.3488442003726959,0.0025786571204662323,0.003363713389262557
943,ear,purple,1.25,0.3748404085636139,0.2318452447652817,0.0008312779245898128,0.027090607210993767
944,top,purple,3.25,0.4006231129169464,0.39390206336975103,0.015772491693496704,0.01949951983988285
945,trunk,purple,2.0,0.371941477060318,0.36823901534080505,0.0009051558445207775,0.007700420916080475
946,balloon,purple,2.75,0.3954440355300903,0.5584297180175781,0.04921043664216995,0.0005155214457772672
947,paper,purple,2.5,0.3721304833889008,0.4668700397014618,0.0034699260722845793,0.010669631883502007
948,turtle,purple,1.25,0.4377832412719727,0.5939047932624817,0.03091847524046898,0.00620847474783659
949,pillow,purple,2.333333333333333,0.4078242778778076,0.4316016733646393,0.023441703990101814,0.006268851459026337
950,floor,purple,3.0,0.3457864224910736,0.1517818719148636,0.000271965836873278,0.0008658565930090845
951,cup,purple,2.75,0.3858387470245361,0.3751541078090668,0.007373258471488953,0.03535483777523041
952,ball,purple,2.75,0.4402263462543488,0.3317501544952393,0.03278285637497902,0.002269463147968054
953,pepperoni,purple,1.25,0.3467257618904114,0.2294081002473831,0.03410973772406578,0.004799429792910814
954,ketchup,purple,1.5,0.38775306940078735,0.4552991390228272,0.049400657415390015,0.0067108008079230785
955,bead,purple,3.0,0.3788973987102509,0.5339971780776978,0.03264883533120155,0.024976074695587158
956,truck,purple,2.0,0.3816103637218475,0.1333465278148651,0.0015687402337789536,0.00019360301666893065
957,dinosaur,purple,1.3333333333333333,0.4138661324977875,0.5781519412994385,0.04360046610236168,0.006384612526744604
958,octopus,purple,3.5,0.43999430537223816,0.4540528059005737,0.05762491375207901,0.02912331372499466
959,pony,purple,1.25,0.4044925272464752,0.4273440539836884,0.01790766976773739,0.026583917438983917
960,pad,purple,2.5,0.3624918162822723,0.379856675863266,0.0020994755905121565,0.008737555705010891
961,window,purple,2.25,0.2962947487831116,0.06796296685934068,0.0004205951117910445,0.0006073539261706173
962,stair,purple,2.4,0.2667680382728577,0.1527077555656433,0.00012182336649857461,0.0006381949060596526
963,belly,purple,1.0,0.4585139155387878,0.32876765727996826,0.005312461405992508,0.006423573940992355
964,stage,purple,2.25,0.3362357020378113,0.20116405189037326,0.0011820036452263594,0.007217044942080975
965,leg,purple,1.75,0.3672535121440888,0.2774331271648407,0.00145328335929662,0.004688975866883993
966,suit,purple,2.5,0.4064706265926361,0.33031877875328064,0.005685474257916212,0.019215498119592667
967,head,purple,1.0,0.4356293976306915,0.17090079188346866,0.002847599098458886,0.0107167549431324
968,mouth,purple,1.5,0.3873631060123444,0.13038301467895508,0.005481902044266462,0.0005308429826982319
969,penny,purple,1.25,0.3312743008136749,0.2872388958930969,0.028253650292754173,0.001034651999361813
970,salad,purple,1.25,0.4538987874984741,0.3160797655582428,0.005102673079818487,0.0008688687812536955
971,lipstick,purple,2.75,0.467596709728241,0.41857776045799255,0.02218797616660595,0.05308404937386513
972,chalk,purple,2.25,0.3963640332221985,0.4433950185775757,0.024175433441996574,0.010122678242623806
973,plant,purple,4.0,0.3877336382865906,0.3710182905197144,9.776624938240275e-05,0.00262933480553329
974,color,purple,3.75,0.606909990310669,0.5312606692314148,0.06429237872362137,0.04045618698000908
975,shoe,purple,3.0,0.3967971801757813,0.2961876690387726,0.0025333629455417395,0.022697998210787773
976,match,purple,2.0,0.3719764351844788,0.3611274957656861,0.0007287528133019805,1.6608756823188742e-06
977,finger,purple,1.75,0.3792610764503479,0.27117687463760376,0.0014539154944941401,0.06236901134252548
978,jacket,purple,2.5,0.4725723564624786,0.3340007960796356,0.0013355016708374023,0.011622393503785133
979,block,purple,2.5,0.3457656800746918,0.676886260509491,9.628128464100882e-05,0.002533385995775461
980,hand,purple,1.6666666666666667,0.410934329032898,0.272714227437973,0.00593168381601572,0.004244344774633646
981,picture,purple,3.5,0.41917434334754944,0.3103089928627014,8.724864892428741e-05,0.0017189262434840202
982,pepper,purple,1.5,0.4267048239707947,0.5288295149803162,0.0030559708829969168,0.010742336511611938
983,honey,purple,1.0,0.39724329113960266,0.1000738963484764,0.015376655384898186,0.0069274608977139
984,plum,purple,4.666666666666667,0.5211982131004333,0.36536774039268494,0.0813230350613594,0.008074590004980564
985,wing,purple,2.5,0.3916187584400177,0.4127713441848755,0.0007277288241311908,0.002859600353986025
986,house,purple,2.25,0.3556933104991913,0.028558360412716862,0.000860836764331907,0.0004101941012777388
987,lollipop,purple,3.75,0.3790344297885895,0.40344002842903137,0.09799513965845108,0.030392557382583618
988,screw,purple,2.0,0.3397243022918701,0.486495703458786,0.006703445687890053,0.0022093772422522306
989,horn,purple,3.75,0.35914042592048645,0.16907329857349396,0.000976809416897595,0.005416742525994778
990,stick,purple,2.0,0.4103976786136627,0.2625311613082886,0.009596035815775394,0.013196323066949844
991,snail,purple,2.0,0.39486029744148254,0.4882063269615173,0.057583101093769073,0.0009247768903151155
992,shovel,purple,1.75,0.3049969971179962,0.5065633654594421,0.003350116778165102,0.0013796333223581314
993,triangle,purple,1.6666666666666667,0.4715508818626404,0.7652165293693542,0.020477602258324623,0.005232351366430521
994,dot,purple,2.6666666666666665,0.4018837809562683,0.6695350408554077,0.00457485718652606,0.03335881978273392
995,square,purple,2.6,0.42786848545074463,0.7395196557044983,0.000264866859652102,0.0004847823001910001
996,car,purple,2.25,0.3762383759021759,0.2891007363796234,0.0031642469111829996,0.0010916513856500387
997,handle,purple,2.0,0.28173667192459106,0.38329625129699707,0.00020248752844054252,0.003823586506769061
998,tail,purple,2.0,0.4092390537261963,0.5008407235145569,0.021032612770795822,0.0024650662671774626
999,sand,purple,2.25,0.4269656538963318,0.2110761106014252,0.0033063902519643307,0.0012240505311638117
1000,camera,purple,1.75,0.33783888816833496,0.07180421054363251,0.00010324204049538821,0.0032759367022663355
1001,light,purple,2.75,0.4787063300609589,0.40290725231170654,0.008433984592556953,0.0008630191441625357
1002,bag,purple,2.75,0.4167897999286652,0.1513223499059677,0.023055052384734154,0.0010602816473692656
1003,boot,purple,2.5,0.3761236667633057,0.3317720890045166,0.002818848704919219,0.007478219456970692
1004,spaghetti,purple,2.5,0.3905417025089264,0.35404130816459656,0.029740342870354652,0.0016562548698857427
1005,worm,purple,2.25,0.41800907254219055,0.33325791358947754,0.1678338199853897,0.0081670843064785
1006,bath,purple,2.0,0.34493526816368103,0.016542034223675728,0.0005829738802276552,0.0005037658847868443
1007,dolphin,purple,1.75,0.3817799985408783,0.3862247467041016,0.07936614751815796,0.004002245143055916
1008,sweater,purple,4.0,0.4203881323337555,0.30928835272789,0.08575526624917984,0.035690732300281525
1009,food,purple,2.0,0.36721980571746826,0.12453345954418182,0.0011640884913504124,0.00020517587836366147
1010,spoon,purple,2.25,0.3603235185146332,0.31353217363357544,0.0014924848219379783,0.004110584035515785
1011,cow,purple,1.0,0.4039876163005829,0.32310888171195984,0.007294836919754744,0.0019762469455599785
1012,night,purple,2.0,0.3932151198387146,-0.09354785084724426,0.0002859693195205182,0.0008162122685462236
1013,book,purple,2.25,0.3570924401283264,0.11458031833171844,0.03630737587809563,0.001307147671468556
1014,noodle,purple,1.5,0.3684710264205933,0.306539386510849,0.008607435040175915,0.0016994592733681202
1015,flag,purple,2.0,0.4581797420978546,0.4290492832660675,0.017768055200576782,0.006028107833117247
1016,cap,purple,3.6666666666666665,0.4370560944080353,0.4910570085048676,0.009024176746606827,0.006794909946620464
1017,train,purple,1.5,0.32409143447875977,0.2022192478179932,0.012555303052067757,0.00021412271598819643
1018,wiggle,purple,2.25,0.3500947058200836,0.21807079017162326,0.0002242307527922094,0.0031911267433315516
1019,pear,purple,1.0,0.3843293786048889,0.2951500415802002,0.05558156967163086,0.04799196124076843
1020,door,purple,1.75,0.3311975598335266,0.042833104729652405,0.0002956861280836165,6.3424799918720964e-06
1021,candy,purple,3.25,0.4228125214576721,0.30604085326194763,0.004170560743659735,0.007804029621183872
1022,juice,purple,3.0,0.4526073932647705,0.33020299673080444,0.0007308836211450398,0.018357494845986366
1023,shelf,bottom,3.25,0.464203417301178,0.4605237245559693,0.44594061374664307,0.001730484189465642
1024,bunk,bottom,4.0,0.43122744560241705,-0.009696213528513908,0.8798388838768005,0.0016988483257591724
1025,drawer,bottom,3.75,0.4489656686782837,0.4319533109664917,0.854435384273529,0.00011377612099749967
1026,lip,bottom,4.25,0.5036301016807556,0.3238429427146912,0.9858981966972351,0.00031456357100978494
1027,pajama,bottom,4.0,0.31495729088783264,-0.09215840697288513,0.008660859428346157,0.0005151823279447854
1028,stair,bottom,2.0,0.3629630208015442,0.2914154529571533,0.22067703306674957,0.0018893680535256863
1029,water,dirty,3.75,0.4280135333538056,0.08633258938789368,0.22188730537891388,0.00820381473749876
1030,finger,dirty,3.333333333333333,0.4037010967731476,0.1397208273410797,0.0010464454535394907,0.039034273475408554
1031,color,dirty,2.75,0.32150691747665405,-0.07691153883934021,0.004966455511748791,0.0002445467689540237
1032,floor,dirty,3.333333333333333,0.3673730194568634,0.2448653429746628,0.03189540281891823,0.10699064284563065
1033,hamper,dirty,5.0,0.33236926794052124,0.21360328793525696,0.04573046416044235,0.02314736135303974
1034,shoe,dirty,4.0,0.3745145797729492,0.08980230242013931,0.002903764368966222,0.04232459515333176
1035,nose,dirty,3.5,0.3960023522377014,0.1965716779232025,0.00495066586881876,0.004549168981611729
1036,slipper,dirty,3.0,0.3165510296821594,0.148936927318573,0.018085474148392677,0.032293882220983505
1037,mouse,dirty,4.5,0.3250705301761627,0.05497285723686218,0.003477514022961259,0.0007590093882754445
1038,tractor,dirty,5.0,0.2490043044090271,-0.0069377636536955825,0.0025917240418493748,0.006106019020080566
1039,sock,dirty,3.0,0.35481613874435425,0.1747536063194275,0.15810787677764893,0.041158683598041534
1040,laundry,dirty,4.75,0.5660401582717896,0.007684039883315562,1.0,0.038265395909547806
1041,basket,dirty,3.5,0.2732850909233093,0.03933102265000343,0.0008112913928925991,0.0042442926205694675
1042,spoon,dirty,4.25,0.32580795884132385,0.049457136541605,0.009988685138523579,0.011091233231127262
1043,foot,dirty,3.75,0.3673191964626312,0.07273326069116592,0.018839342519640923,0.019549455493688583
1044,shirt,dirty,4.5,0.3903451263904572,0.053504813462495804,0.036944836378097534,0.04050150513648987
1045,straw,dirty,2.6666666666666665,0.36505526304245,0.1990424245595932,0.012950866483151913,0.021302733570337296
1046,mouth,dirty,4.25,0.35203367471694946,0.2197386920452118,0.03849764168262482,0.0004884691443294287
1047,diaper,dirty,4.5,0.42635226249694813,0.11289748549461365,0.5591723918914795,0.26028507947921753
1048,pig,dirty,5.0,0.42208191752433777,-0.0927734151482582,0.0064163655042648315,0.004517646972090006
1049,money,dirty,4.5,0.4355049133300781,0.09359434247016908,0.2313680499792099,0.018939808011054993
1050,blanket,dirty,3.333333333333333,0.3772465586662293,0.01687968522310257,0.064756840467453,0.0054139685817062855
1051,baby,dirty,3.25,0.3997921943664551,0.02144161053001881,0.002190008293837309,0.00022068827820476145
1052,hose,dirty,4.0,0.3737698793411255,0.14691057801246646,0.0008784806123003364,0.022308088839054108
1053,hair,dirty,4.0,0.3861485421657562,0.18659935891628265,0.0042041148990392685,0.06164068356156349
1054,hand,dirty,3.5,0.4572759568691254,0.04226372390985489,0.006569545250386,0.004911207128316164
1055,train,dirty,4.5,0.32197389006614685,0.007410768419504166,0.005447589326649904,0.0005102668073959649
1056,station,dirty,3.5,0.2828889489173889,-0.09749554842710496,9.889920875139069e-06,1.8659253555597388e-06
1057,bottom,dirty,3.25,0.4018740057945252,0.10098741948604584,0.04220631346106529,0.010504255071282387
1058,pillow,dirty,2.75,0.3613133430480957,0.04620284214615822,0.017983492463827133,0.017401384189724922
1059,crayon,dirty,3.25,0.32967522740364075,-0.055008038878440864,0.0042755804024636745,0.0023929355666041374
1060,garbage,dirty,6.5,0.5094756484031677,0.13861043751239774,0.8020763397216797,0.010011398233473301
1061,leave,dirty,4.0,0.3422741591930389,0.14690937101840973,4.547003482002765e-05,4.256188913132064e-05
1062,dirt,dirty,6.25,0.5882446765899658,0.19317390024662015,0.23207707703113556,0.024972794577479362
1063,kitchen,dirty,3.25,0.4065850675106049,0.013865784741938114,0.04424512758851051,0.016894493252038956
1064,truck,dirty,3.8,0.3568059802055359,-0.04956522583961487,0.0026277631986886263,0.001566547085531056
1065,table,dirty,3.333333333333333,0.34494683146476746,0.03455085679888725,0.008501186035573483,0.0023023062385618687
1066,honey,dirty,1.5,0.2979725301265717,0.13888642191886902,0.0112909572198987,0.0004283424641471356
1067,toast,dirty,1.75,0.34556788206100464,0.04562633484601975,0.005573497153818607,9.913315443554893e-05
1068,sand,dirty,5.0,0.3737199604511261,0.20010340213775635,0.010350961238145828,0.002166217425838113
1069,tank,dirty,3.0,0.26661524176597595,0.25728878378868103,0.0005396336782723665,0.00452102767303586
1070,plant,dirty,3.75,0.2783302664756775,-0.01534188352525234,8.063851419137791e-05,1.403820624545915e-05
1071,bubble,dirty,2.25,0.2784255743026733,0.12473104894161224,0.0014181904261931777,0.0006277022766880691
1072,plate,dirty,4.5,0.28750649094581604,0.13066811859607694,0.01250933576375246,0.008172256872057915
1073,swing,dirty,3.75,0.3046052157878876,-0.08609478175640106,0.00010414599819341674,0.004504737909883261
1074,house,dirty,3.0,0.3671715259552002,-0.09226535260677338,0.0004749949148390442,0.0015165021177381277
1075,arm,dirty,2.5,0.2756905257701874,0.030476555228233337,0.0007043133955448866,0.005596095230430365
1076,penny,dirty,5.0,0.3574472665786743,0.1694415658712387,0.025736117735505104,0.0015149309765547514
1077,banana,dirty,2.75,0.3465525805950165,-0.06397668272256851,0.0495125949382782,0.0038978210650384426
1078,glass,dirty,4.666666666666667,0.35539692640304565,0.1992721408605576,0.02129410207271576,0.029119912534952164
1079,suit,dirty,4.25,0.3065372109413147,0.13894246518611908,0.0018544470658525825,0.010347913019359112
1080,mitt,dirty,4.0,0.28573596477508545,0.15308214724063873,0.009867946617305279,0.004704903345555067
1081,dish,dirty,4.0,0.34748297929763794,0.11806868761777878,0.19296783208847046,0.005458585452288389
1082,soup,dirty,1.3333333333333333,0.3709262907505035,0.035037342458963394,0.017582662403583527,0.0025420307647436857
1083,wash,dirty,3.333333333333333,0.5642021894454956,0.355743408203125,0.003890616586431861,0.022607941180467606
1084,girl,dirty,2.75,0.3812941014766693,0.06394465267658234,0.0008178248535841703,0.004307240713387728
1085,nail,dirty,3.8,0.3633144497871399,0.4249714612960816,0.019721923395991325,0.03476284444332123
1086,tissue,dirty,2.75,0.35185036063194275,0.19711732864379886,0.008043650537729263,0.0010097748599946499
1087,milk,dirty,2.0,0.3629285991191864,0.07953762263059616,0.011717901565134525,0.0017917405348271132
1088,town,dirty,2.5,0.32401952147483826,0.053068030625581734,0.0004733177775051445,2.8603271857718937e-05
1089,head,dirty,3.25,0.30506783723831177,0.07821153104305267,0.0005645878845825791,0.0012871897779405117
1090,spot,dirty,4.75,0.3703595697879791,-0.07239872217178345,0.0005599568248726428,9.84927246463485e-05
1091,guy,dirty,2.8,0.3751949667930603,-0.0047848462127149105,0.0011561111314222217,0.012646017596125603
1092,cup,dirty,3.5,0.2903438806533813,0.021751271560788155,0.013563044369220734,0.0018335413187742233
1093,bowl,dirty,3.25,0.2698946595191956,0.04022721946239472,0.07300282269716263,0.011682854034006596
1094,mama,dirty,2.0,0.3733902871608734,-0.04597226902842522,0.002510468242689967,0.0010816548019647598
1095,elephant,dirty,3.75,0.27306050062179565,-0.29034122824668884,0.0003116209991276264,0.00025736246607266366
1096,park,dirty,3.333333333333333,0.2544293999671936,-0.1818191260099411,5.0689999625319615e-05,0.00030715338652953506
1097,ground,dirty,5.25,0.3613744080066681,0.045303810387849815,0.050443269312381744,0.001409219577908516
1098,bib,dirty,5.666666666666668,0.3137038946151733,0.1129833161830902,0.010154014453291893,0.0008367560221813619
1099,sleeve,dirty,2.75,0.3420906066894531,0.16839534044265747,0.005820134188979864,0.0020114260260015726
1100,candle,dirty,3.25,0.2496103644371033,0.08816559612751007,0.0022814744152128696,7.021318742772564e-05
1101,slide,dirty,3.75,0.32740339636802673,-0.05544707551598549,0.00029380954219959676,0.005749135743826628
1102,cook,dirty,3.25,0.3873617649078369,-0.011738390661776066,0.011150911450386047,0.017743341624736786
1103,hallway,dirty,3.25,0.3199107646942139,-0.01396248210221529,0.008745076134800911,0.0006304446142166853
1104,phone,light,5.333333333333333,0.3036821782588959,0.3186208009719849,0.00021950005611870438,6.058640428818762e-05
1105,horse,light,2.75,0.3854000568389893,0.4933648109436035,0.002738744718953967,0.030974073335528374
1106,night,light,2.25,0.4933038949966431,0.04440121352672577,0.0009636840550228953,0.021240869536995888
1107,message,light,2.6666666666666665,0.34123343229293823,0.18876616656780246,0.0001707491755951196,0.005326981656253338
1108,crayon,light,3.333333333333333,0.3357192575931549,0.5562853813171387,0.01694265380501747,0.020113952457904816
1109,ball,light,3.75,0.3813076317310333,0.382277637720108,0.007778654806315899,0.0052736965008080006
1110,coffee,light,3.333333333333333,0.3381021320819855,0.14665620028972626,0.003358001820743084,0.004541344475001097
1111,floor,light,3.0,0.35773807764053345,0.3537236750125885,0.00021815380023326725,0.002139593241736293
1112,guy,light,3.5,0.3413052260875702,0.4015112519264221,0.0003282352408859879,0.002388319931924343
1113,truck,light,3.25,0.42665672302246094,0.2874938547611237,0.009067375212907791,0.0014930557226762176
1114,movie,light,2.25,0.3724279403686523,0.3691321909427643,0.00024796137586236,0.0015913774259388447
1115,car,light,3.25,0.35875052213668823,0.5165298581123352,0.0005938753602094948,0.004973021801561117
1116,jacket,light,4.75,0.4202904999256134,0.26518037915229803,0.024509523063898087,0.017352471128106117
1117,color,light,3.0,0.456963986158371,0.1580456644296646,0.020183496177196503,0.008061609230935574
1118,sweet,salty,3.5,0.6406151652336121,0.5102618932723999,0.008401552215218544,0.0216667503118515
1119,ocean,salty,6.5,0.5021248459815979,0.3894353210926056,0.00574127584695816,0.005273440387099981
1120,wave,salty,4.0,0.2887935936450958,0.31750407814979553,9.744993440108374e-05,0.0004379269084893167
1121,chip,salty,4.0,0.3281324803829193,0.5352364778518677,8.818507194519043e-05,9.605410014046356e-05
1122,cover,sweaty,2.5,0.2584643363952637,0.06541851162910461,1.9357099517947063e-05,4.471109605219681e-06
1123,board,flat,4.0,0.3526754081249237,0.23726317286491394,0.009930547326803207,0.002511020051315427
1124,tire,flat,2.75,0.4260154664516449,0.3060257136821747,0.6189713478088379,1.0
1125,book,flat,4.25,0.2916673123836517,-0.0428113266825676,0.000919917831197381,0.008349737152457237
1126,stitch,flat,3.5,0.3262118399143219,0.2072501629590988,0.00012546961079351604,0.42805197834968567
1127,paper,flat,5.25,0.3469143211841583,0.2499629855155945,0.0030324463732540607,0.02944563701748848
1128,tree,flat,1.25,0.3088436424732208,0.22971069812774655,0.00029446816188283265,0.006757992785423994
1129,surface,flat,4.25,0.5057348012924194,0.199579656124115,0.19457228481769562,0.24819834530353546
1130,puzzle,flat,6.0,0.2668374478816986,0.1673387885093689,0.00019082336802966893,0.006553038954734802
1131,floor,flat,6.75,0.4532835185527802,0.21645262837409973,0.005112811923027039,0.25361695885658264
1132,cup,flat,1.5,0.32619279623031616,-0.019404422491788864,0.0003041011223103851,0.06385315954685211
1133,nose,flat,3.25,0.4188723266124725,-0.05477727577090264,0.03528311103582382,0.24285544455051422
1134,ball,flat,2.25,0.3831677734851837,0.04889609292149544,0.0015499923611059785,0.06271291524171829
1135,bed,flat,5.25,0.4692019820213318,-0.12612274289131165,0.004041208419948816,0.0013493666192516685
1136,piece,flat,3.75,0.3758891224861145,0.348084568977356,0.0023798744659870863,0.07245101779699326
1137,pancake,flat,6.0,0.4879590272903442,0.15460430085659027,0.006827733013778925,0.017782099545001984
1138,table,flat,6.25,0.345833033323288,0.10154586285352707,0.001004994846880436,0.013818172737956047
1139,pad,flat,4.666666666666667,0.3767702281475067,0.32242056727409363,0.0035867649130523205,0.1390499770641327
1140,pile,flat,1.75,0.35548362135887146,-0.008381269872188568,0.0058484161272645,0.010940294712781906
1141,house,flat,1.5,0.4072356820106505,-0.13815255463123322,0.00026637816336005926,0.00523344473913312
1142,cardboard,flat,4.5,0.4805849492549896,0.23046575486660004,0.07947025448083878,0.06970743089914322
1143,ear,flat,2.0,0.3449877798557281,-0.05860615521669388,0.0012464388273656368,0.35583406686782837
1144,grass,flat,3.2,0.4406039714813232,0.2298411428928375,0.011270590126514435,0.015645831823349
1145,egg,round,3.75,0.3765072524547577,0.14410006999969482,0.00468178978189826,0.013212927617132664
1146,clock,round,4.666666666666667,0.4764388203620911,0.4050804376602173,0.0029128536116331816,0.0006545129581354558
1147,ball,round,6.0,0.4276727139949799,0.16009800136089325,0.015127062797546387,0.021706528961658478
1148,circle,round,7.0,0.4968142509460449,0.5078983306884766,0.005465331487357616,0.2840917408466339
1149,roll,round,4.0,0.41372549533844,0.13046576082706451,0.00013670293265022337,0.14423267543315887
1150,cracker,round,3.5,0.2896791398525238,0.0005374259781092405,0.0018868765328079462,0.006509783677756786
1151,bird,round,2.75,0.3757784962654114,0.3140693008899689,0.0009840087732300162,0.0024659810587763786
1152,cookie,round,5.75,0.3185992836952209,-0.07691197842359543,0.0008392458548769355,0.0073092938400805
1153,dinosaur,round,2.5,0.26265689730644226,0.1093183159828186,0.0002941198763437569,0.0009895346593111753
1154,corner,round,3.0,0.5464572906494141,0.3289279639720917,0.0014897652436047792,0.13649359345436096
1155,hat,round,3.6666666666666665,0.43657511472702026,0.040045015513896935,0.002783045871183276,0.052620213478803635
1156,moon,round,6.0,0.4115666449069977,0.4311107695102692,2.1615109289996326e-05,0.0032848529517650604
1157,beetle,round,4.0,0.2591947019100189,0.34506165981292725,4.162436653132318e-06,0.00171463075093925
1158,page,round,2.0,0.2097579687833786,0.1378762125968933,0.00011323241051286459,0.0004172062035650015
1159,glass,round,4.333333333333333,0.4015936255455017,-0.20396120846271515,0.0018218744080513716,0.02421550266444683
1160,edge,round,4.0,0.40006858110427856,0.2358088195323944,0.002587308408692479,0.11625021696090698
1161,day,sunny,4.25,0.4538416564464569,0.3107398450374603,0.002887945855036378,0.19808562099933624
1162,sun,sunny,7.0,0.5453757643699646,0.3234705030918121,5.78918070459622e-06,3.782970452448353e-05
1163,seat,sunny,3.0,0.27402159571647644,-0.1944844275712967,0.00014787400141358376,0.0001806631189538166
1164,house,sunny,3.25,0.343294620513916,0.07461816072463989,0.00015355742652900517,0.0017202963354066014
1165,cloud,sunny,1.0,0.3796877861022949,0.4784442186355591,5.3097744967089966e-05,0.0008754671434871852
1166,curtain,sunny,2.25,0.21713340282440186,0.468632847070694,8.40639986563474e-05,3.678027496789582e-06
1167,sister,sunny,2.5,0.3100448846817017,0.1821094900369644,6.854027014924213e-05,0.0003515353018883616
1168,brother,sunny,1.4,0.30205273628234863,0.07923983782529831,3.63073377229739e-05,0.0003660806978587061
1169,road,sunny,3.5,0.2935550808906555,0.1711496114730835,0.0005233007832430303,0.0002192885149270296
1170,country,sunny,3.5,0.3597722947597504,0.3798622786998749,0.00022309363703243434,0.009064546786248684
1171,walk,sunny,4.25,0.3430313467979431,-0.08104243874549866,1.538568176329136e-05,0.007379382848739624
1172,path,sunny,3.0,0.3123109340667725,0.2418792545795441,0.0009850687347352505,0.006796903442591429
1173,sheep,sandy,1.6666666666666667,0.3739304840564728,0.34304675459861755,4.2876235966105014e-05,0.0009599316399544477
1174,cookie,sandy,1.75,0.3109734356403351,0.11551722884178163,6.806161309214076e-06,0.0002614257682580501
1175,shoe,sandy,3.0,0.3776776492595673,-0.004261183552443981,4.13354100601282e-05,0.001031033112667501
1176,person,sandy,2.0,0.2773292064666748,0.1080884113907814,5.438716925709741e-06,0.0001682047441136092
1177,pocket,sandy,2.0,0.3752768337726593,-0.016254276037216187,4.256667671143077e-05,7.884296792326495e-05
1178,stool,wooden,4.0,0.4538614451885224,0.2334762215614319,0.013551505282521248,0.06380105763673782
1179,piece,wooden,3.5,0.4383233189582825,0.18776586651802066,0.009748117998242378,0.030172770842909813
1180,wood,wooden,6.75,0.6998946666717529,0.5105277299880981,0.0011001357343047857,0.03728374093770981
1181,hand,wooden,1.75,0.44161641597747797,0.042899664491415024,0.003434121608734131,0.001536666532047093
1182,horse,wooden,2.6666666666666665,0.4637034237384796,0.2198863625526428,0.002001268556341529,0.030488889664411545
1183,hammer,wooden,4.25,0.4388153851032257,0.425574004650116,0.10675346851348877,0.06314832717180252
1184,barrel,wooden,5.5,0.43724325299263,0.6828551888465881,0.02006848342716694,0.6178137063980103
1185,button,wooden,2.5,0.3421393036842346,0.23387642204761505,5.436645733425394e-05,0.0038990334141999483
1186,coat,wooden,1.75,0.3812100291252136,0.1271197497844696,7.242887659231201e-05,0.0002475256915204227
1187,chair,wooden,5.0,0.4809110462665558,-0.05540291965007782,0.06736893206834793,0.02125258557498455
1188,tooth,wooden,1.75,0.4454897344112396,0.3937653601169586,0.0015852405922487378,0.0023635791148990393
1189,sled,wooden,4.5,0.4311910569667816,0.5462777614593506,0.02077898010611534,0.04242777079343796
1190,spoon,wooden,3.0,0.590776264667511,0.2849385142326355,0.25069260597229004,0.15799535810947418
1191,animal,wooden,2.5,0.4020628929138184,0.27781960368156433,0.009397933259606361,0.0009950753301382065
1192,floor,wooden,4.0,0.4337315261363983,0.03284003213047981,0.025147883221507072,0.22528396546840668
1193,arm,wooden,2.5,0.3947082459926605,0.08859354257583618,0.00635731965303421,0.002920538652688265
1194,shoe,wooden,2.25,0.4576762020587921,0.12303034216165545,0.011052059009671211,0.05578730255365372
1195,popsicle,wooden,4.0,0.3732311427593231,0.4170141518115997,0.023880362510681152,0.010400377213954926
1196,stick,wooden,6.0,0.5017903447151184,0.21721673011779785,0.12802954018115997,0.23411327600479126
1197,guy,wooden,1.25,0.3622567057609558,0.03827997297048569,0.0002270359982503578,0.0004075094184372574
1198,leg,wooden,2.0,0.4269862771034241,0.0975409597158432,0.0210864394903183,0.2545991539955139
1199,pot,wooden,2.0,0.392089992761612,0.4182598888874054,0.003886803751811385,0.000818633649032563
1200,kitchen,wooden,2.5,0.4777495861053467,0.07051336765289308,0.010950230993330479,0.0008553031948395073
1201,track,wooden,2.75,0.37048980593681335,0.2321853190660477,0.014060522429645061,0.21602235734462738
1202,train,wooden,3.25,0.4273950159549713,0.2198653221130371,0.004508285783231258,0.007802179548889399
1203,board,wooden,4.25,0.4769577383995056,0.2533291578292847,0.03824622184038162,0.004860525950789452
1204,sword,wooden,2.5,0.4704850316047669,0.3758615553379059,0.10413354635238647,0.001070234808139503
