subid,itemid,trialnum,adjective,noun,article,adj_article,rating,date,timestamp,reactiontime
1648-7c027bf2-32cd-44ac-861c-8f228cb5bda9,42,32,yellow,digger,a,a,8,5/1/2023,18:16:04,1599
1648-7c027bf2-32cd-44ac-861c-8f228cb5bda9,42,33,NA,NA,NA,NA,5,5/1/2023,18:16:06,1710
1648-7c027bf2-32cd-44ac-861c-8f228cb5bda9,42,34,hot,date,a,a,3,5/1/2023,18:16:08,1687
1648-7c027bf2-32cd-44ac-861c-8f228cb5bda9,42,35,mommy,food,NA,NA,8,5/1/2023,18:16:10,1407
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,0,light,grate,a,a,2,5/1/2023,20:23:34,10901
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,1,dead,cereal,NA,NA,1,5/1/2023,20:23:36,1982
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,2,letter,factory,a,a,2,5/1/2023,20:24:10,33690
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,3,baby,animal,an,a,3,5/1/2023,20:24:13,2521
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,4,yellow,lemonade,NA,NA,6,5/1/2023,20:25:10,55961
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,5,green,paint,NA,NA,3,5/1/2023,20:28:42,211819
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,6,NA,NA,NA,NA,5,5/1/2023,20:28:44,1520
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,7,lawn,mower,a,a,6,5/1/2023,20:28:50,5387
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,8,tape,head,a,a,1,5/1/2023,20:28:54,3837
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,9,dill,pickle,a,a,6,5/1/2023,20:29:11,17097
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,10,chocolate,frog,a,a,1,5/1/2023,20:29:14,2329
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,11,mud,pit,a,a,3,5/1/2023,20:29:17,2169
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,12,green,grey,NA,NA,1,5/1/2023,20:33:18,241287
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,13,rusty,nail,a,a,4,5/1/2023,20:33:21,2645
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,14,text,book,a,a,6,5/1/2023,20:33:28,5757
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,15,green,green,NA,NA,8,5/1/2023,20:33:30,1948
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,16,sunny,road,a,a,3,5/1/2023,20:33:34,3366
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,17,hand,motor,a,a,2,5/1/2023,20:33:39,4504
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,18,horse,horse,a,a,8,5/1/2023,20:33:41,1827
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,19,machine,smock,a,a,1,5/1/2023,20:33:44,2273
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,20,lego,boy,a,a,2,5/1/2023,20:35:55,130793
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,21,film,star,a,a,2,5/1/2023,20:35:57,1582
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,22,sugar,mama,a,a,2,5/1/2023,20:36:00,2492
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,23,baby,ice,NA,NA,1,5/1/2023,20:36:03,2896
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,24,red,shirt,a,a,3,5/1/2023,20:36:05,1465
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,25,cup,mommy,a,a,8,5/1/2023,20:36:07,1898
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,26,paint,tray,a,a,2,5/1/2023,20:36:09,1853
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,27,fat,finger,a,a,3,5/1/2023,20:36:11,1551
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,28,umbrella,stick,a,an,2,5/1/2023,20:36:14,1720
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,29,orange,apple,an,an,1,5/1/2023,20:36:16,1545
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,30,toddler,toy,a,a,5,5/1/2023,20:36:20,4357
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,31,mama,bear,a,a,3,5/1/2023,20:36:23,2063
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,32,sugar,cookie,a,a,3,5/1/2023,20:36:25,2269
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,33,pink,limousine,a,a,2,5/1/2023,20:36:28,2077
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,34,yellow,butterfly,a,a,4,5/1/2023,20:36:30,2071
2109-8d18ddf4-fd3f-47bf-bde3-0ed0693c2e92,37,35,round,side,a,a,3,5/1/2023,20:36:33,2430
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,0,potty,book,a,a,3,5/1/2023,17:20:27,3145
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,1,brown,lettuce,NA,NA,2,5/1/2023,17:20:30,2335
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,2,fire,hydrant,a,a,7,5/1/2023,17:20:34,3395
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,3,survey,photograph,a,a,3,5/1/2023,17:20:36,2545
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,4,night,princess,a,a,2,5/1/2023,17:20:40,3358
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,5,turtle,brown,NA,NA,1,5/1/2023,17:20:43,2248
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,6,bed,explorer,an,a,1,5/1/2023,17:20:48,4217
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,7,wood,worm,a,a,3,5/1/2023,17:20:50,2135
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,8,dirty,town,a,a,5,5/1/2023,17:20:53,2876
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,9,mitten,back,a,a,1,5/1/2023,17:20:56,2379
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,10,fish,dad,a,a,2,5/1/2023,17:21:00,3608
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,11,toy,tub,a,a,2,5/1/2023,17:21:03,2364
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,12,cookie,crumb,a,a,3,5/1/2023,17:21:07,3550
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,13,snow,linen,NA,NA,1,5/1/2023,17:21:10,2525
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,14,giant,cat,a,a,2,5/1/2023,17:21:13,2373
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,15,ball,bat,a,a,7,5/1/2023,17:21:18,4623
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,16,gas,cooking,NA,NA,3,5/1/2023,17:21:21,2611
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,17,blood,check,a,a,1,5/1/2023,17:21:23,2187
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,18,outside,basket,a,an,3,5/1/2023,17:21:27,3458
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,19,finger,nail,a,a,3,5/1/2023,17:21:30,2554
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,20,baby,bubble,a,a,2,5/1/2023,17:21:34,3072
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,21,NA,NA,NA,NA,5,5/1/2023,17:21:37,2492
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,22,country,music,NA,NA,3,5/1/2023,17:21:39,1974
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,23,marble,fire,NA,NA,1,5/1/2023,17:21:42,2606
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,24,run,run,a,a,1,5/1/2023,17:21:44,1704
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,25,colored,worm,a,a,6,5/1/2023,17:21:49,4998
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,26,passenger,train,a,a,5,5/1/2023,17:21:53,3164
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,27,green,tummy,a,a,2,5/1/2023,17:21:56,2130
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,28,plastic,fork,a,a,3,5/1/2023,17:21:58,2369
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,29,baby,stick,a,a,1,5/1/2023,17:22:02,3520
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,30,hair,man,a,a,2,5/1/2023,17:22:06,3422
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,31,chair,boy,a,a,1,5/1/2023,17:22:10,3500
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,32,sea,baby,a,a,1,5/1/2023,17:22:13,2691
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,33,telephone,point,a,a,1,5/1/2023,17:22:17,2922
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,34,purple,ball,a,a,3,5/1/2023,17:22:19,2286
3903-420116e9-6f78-4f5d-bc17-f52d0fda8409,28,35,car,green,NA,NA,1,5/1/2023,17:22:22,2548
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,0,plastics,company,a,a,3,5/1/2023,19:46:58,3394
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,1,dune,buggy,a,a,4,5/1/2023,19:47:00,2187
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,2,pink,sock,a,a,3,5/1/2023,19:47:03,2151
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,3,horn,bite,a,a,8,5/1/2023,19:47:06,3056
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,4,yellow,square,a,a,2,5/1/2023,19:47:11,3881
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,5,eyes,face,a,an,6,5/1/2023,19:47:17,6191
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,6,park,parade,a,a,3,5/1/2023,19:47:21,3253
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,7,dead,snowman,a,a,8,5/1/2023,19:47:27,5148
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,8,green,dress,a,a,3,5/1/2023,19:47:29,2166
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,9,red,pig,a,a,2,5/1/2023,19:47:33,3748
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,10,day,school,a,a,6,5/1/2023,19:47:37,3048
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,11,peacock,feather,a,a,3,5/1/2023,19:47:42,5065
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,12,tea,coffee,NA,NA,2,5/1/2023,19:47:51,8535
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,13,bike,ride,a,a,3,5/1/2023,19:47:54,2806
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,14,car,seat,a,a,4,5/1/2023,19:47:57,2557
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,15,maple,sugar,NA,NA,3,5/1/2023,19:48:01,3377
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,16,mommy,wheel,a,a,8,5/1/2023,19:48:04,2111
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,17,sky,color,a,a,3,5/1/2023,19:48:07,3204
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,18,sea,shell,a,a,4,5/1/2023,19:48:10,2487
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,19,snow,hill,a,a,3,5/1/2023,19:48:13,2409
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,20,yellow,green,NA,NA,3,5/1/2023,19:48:18,4998
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,21,top,hand,a,a,4,5/1/2023,19:52:04,225306
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,22,NA,NA,NA,NA,5,5/1/2023,19:52:06,1569
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,23,baby,clothes,NA,NA,3,5/1/2023,19:52:09,2653
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,24,green,toe,a,a,2,5/1/2023,19:52:12,2181
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,25,copy,cat,a,a,3,5/1/2023,19:52:16,3407
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,26,hot,doggy,a,a,2,5/1/2023,19:52:20,3899
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,27,wipe,face,a,a,8,5/1/2023,19:52:22,2030
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,28,yellow,chalk,NA,NA,3,5/1/2023,19:52:25,2140
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,29,exterior,light,a,an,4,5/1/2023,19:52:28,2791
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,30,movie,channel,a,a,3,5/1/2023,19:52:31,2197
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,31,shop,shop,a,a,8,5/1/2023,19:52:33,1933
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,32,poppy,day,a,a,8,5/1/2023,19:52:37,3922
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,33,elephant,brown,NA,NA,8,5/1/2023,19:52:42,3831
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,34,wall,drawer,a,a,3,5/1/2023,19:52:44,2333
0323-3df79388-f432-4928-b5bf-e66a447548a3,117,35,vanilla,wafer,a,a,3,5/1/2023,19:52:48,3070
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,0,aspirin,pinch,a,an,8,5/1/2023,20:18:58,4037
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,1,drawer,honey,NA,NA,8,5/1/2023,20:19:01,3145
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,2,snowman,melt,a,a,1,5/1/2023,20:19:07,5543
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,3,water,line,a,a,3,5/1/2023,20:19:12,4712
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,4,crystal,piece,a,a,2,5/1/2023,20:19:17,3973
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,5,NA,NA,NA,NA,5,5/1/2023,20:19:20,3275
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,6,skate,board,a,a,3,5/1/2023,20:19:26,5604
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,7,oatmeal,good,a,an,8,5/1/2023,20:19:30,3192
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,8,yellow,mountain,a,a,1,5/1/2023,20:19:35,4281
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,9,wood,box,a,a,3,5/1/2023,20:19:39,4311
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,10,red,lead,a,a,1,5/1/2023,20:19:43,3645
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,11,balloon,popping,a,a,1,5/1/2023,20:19:47,2982
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,12,till,dinner,a,a,1,5/1/2023,20:19:54,6486
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,13,banana,chip,a,a,2,5/1/2023,20:19:59,4305
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,14,straw,cup,a,a,8,5/1/2023,20:20:04,5208
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,15,apple,cider,NA,NA,5,5/1/2023,20:20:09,4057
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,16,upstairs,toy,a,an,1,5/1/2023,20:20:14,4565
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,17,red,tights,NA,NA,3,5/1/2023,20:20:18,3522
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,18,husband,neck,a,a,8,5/1/2023,20:20:21,3162
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,19,baby,bag,a,a,3,5/1/2023,20:20:25,3319
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,20,outfit,star,a,an,8,5/1/2023,20:20:30,4396
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,21,day,day,a,a,8,5/1/2023,20:20:34,3459
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,22,snack,boy,a,a,1,5/1/2023,20:20:37,3224
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,23,smiley,face,a,a,3,5/1/2023,20:20:42,4424
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,24,yellow,match,a,a,1,5/1/2023,20:20:47,4368
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,25,grocery,warehouse,a,a,3,5/1/2023,20:20:50,3226
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,26,wheel,chair,a,a,2,5/1/2023,20:20:54,3466
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,27,bath,room,a,a,3,5/1/2023,20:20:58,3291
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,28,circle,puzzle,a,a,2,5/1/2023,20:21:02,3667
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,29,top,piece,a,a,2,5/1/2023,20:21:06,3016
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,30,bear,sandwich,a,a,8,5/1/2023,20:21:09,3126
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,31,wipe,wipe,a,a,8,5/1/2023,20:21:12,2913
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,32,cherry,vanilla,NA,NA,2,5/1/2023,20:21:17,3712
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,33,car,ferry,a,a,2,5/1/2023,20:21:20,3122
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,34,green,bubble,a,a,1,5/1/2023,20:21:24,3881
3182-16e71b19-ad81-4a71-a7b4-7ceb230845cc,25,35,strangle,mom,a,a,8,5/1/2023,20:21:28,3632
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,0,red,leaf,a,a,5,5/1/2023,17:24:22,3514
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,1,orange,container,a,an,3,5/1/2023,17:24:25,2943
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,2,bald,eagle,an,a,3,5/1/2023,17:24:33,7113
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,3,day,gift,a,a,8,5/1/2023,17:24:46,13220
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,4,shoe,shoe,a,a,8,5/1/2023,17:24:58,11189
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,5,floor,tiling,NA,NA,5,5/1/2023,17:25:04,5908
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,6,bright,hair,NA,NA,3,5/1/2023,17:25:10,5185
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,7,furry,puppy,a,a,6,5/1/2023,17:25:14,4248
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,8,dark,glasses,NA,NA,3,5/1/2023,17:25:18,3390
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,9,whale,shark,a,a,3,5/1/2023,17:25:22,3736
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,10,cut,stick,a,a,3,5/1/2023,17:25:29,6223
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,11,dance,floor,a,a,3,5/1/2023,17:25:33,3256
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,12,squirt,guns,a,a,3,5/1/2023,17:25:38,4791
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,13,pencil,case,a,a,3,5/1/2023,17:25:41,2992
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,14,yellow,triangle,a,a,3,5/1/2023,17:25:45,3557
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,15,sweet,packet,a,a,3,5/1/2023,17:25:56,9957
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,16,smiley,sun,NA,NA,1,5/1/2023,17:26:03,7000
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,17,bear,ice,NA,NA,8,5/1/2023,17:28:06,122640
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,18,square,piece,a,a,3,5/1/2023,17:28:11,4024
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,19,piece,puzzle,a,a,3,5/1/2023,17:28:17,5572
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,20,NA,NA,NA,NA,5,5/1/2023,17:28:19,1949
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,21,daddy,birth,a,a,1,5/1/2023,17:28:29,9614
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,22,fire,engine,an,a,3,5/1/2023,17:28:33,3065
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,23,orange,button,a,an,3,5/1/2023,17:28:36,2863
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,24,station,sign,a,a,3,5/1/2023,17:28:41,4266
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,25,top,model,a,a,3,5/1/2023,17:28:44,3352
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,26,pickle,sandwich,a,a,3,5/1/2023,17:28:48,3271
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,27,fairy,shoe,a,a,2,5/1/2023,17:28:56,7053
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,28,fruit,cake,a,a,2,5/1/2023,17:29:01,5425
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,29,daddy,picture,a,a,3,5/1/2023,17:29:07,5475
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,30,cream,sandwich,a,a,3,5/1/2023,17:29:13,5422
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,31,purple,shovel,a,a,2,5/1/2023,17:29:17,3471
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,32,red,square,a,a,3,5/1/2023,17:29:22,4162
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,33,lollipop,lady,a,a,8,5/1/2023,17:29:35,12800
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,34,dark,yard,a,a,4,5/1/2023,17:29:41,5813
3536-074a1e87-1036-41dc-bcf8-a670a133046a,39,35,red,rod,a,a,3,5/1/2023,17:29:45,3830
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,0,flat,one,a,a,3,5/8/2023,20:13:37,7587
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,1,stand,point,a,a,1,5/8/2023,20:13:41,3414
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,2,dead,brain,a,a,2,5/8/2023,20:13:44,2721
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,3,bear,pants,NA,NA,1,5/8/2023,20:13:49,4537
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,4,mommy,talk,a,a,4,5/8/2023,20:14:07,17853
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,5,candy,dish,a,a,4,5/8/2023,20:14:11,3174
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,6,octopus,tentacle,a,an,5,5/8/2023,20:14:15,3174
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,7,throw,pillow,a,a,3,5/8/2023,20:14:19,3673
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,8,potato,salad,a,a,5,5/8/2023,20:14:22,2815
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,9,tool,side,a,a,8,5/8/2023,20:14:37,15062
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,10,frown,face,a,a,3,5/8/2023,20:14:41,3358
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,11,round,hole,a,a,6,5/8/2023,20:14:45,3629
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,12,mommy,baby,a,a,4,5/8/2023,20:15:00,14098
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,13,green,paper,a,a,5,5/8/2023,20:15:03,2970
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,14,grey,beard,a,a,5,5/8/2023,20:15:06,2601
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,15,lunch,plate,a,a,5,5/8/2023,20:15:09,2040
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,16,fat,girl,a,a,3,5/8/2023,20:15:12,3015
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,17,yellow,bin,a,a,3,5/8/2023,20:15:23,10291
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,18,NA,NA,NA,NA,5,5/8/2023,20:15:26,2398
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,19,bed,bed,a,a,8,5/8/2023,20:15:39,13329
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,20,road,racing,NA,NA,3,5/8/2023,20:15:43,3039
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,21,gold,necklace,a,a,5,5/8/2023,20:15:46,3316
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,22,purple,screw,a,a,2,5/8/2023,20:16:03,16302
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,23,shop,floor,a,a,3,5/8/2023,20:16:06,2817
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,24,orange,grey,NA,NA,1,5/8/2023,20:16:11,3756
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,25,grilled,sandwich,a,a,3,5/8/2023,20:16:14,3013
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,26,rain,shower,a,a,3,5/8/2023,20:16:17,2426
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,27,slide,honey,NA,NA,1,5/8/2023,20:16:23,5289
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,28,wooden,trough,a,a,4,5/8/2023,20:16:39,16062
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,29,fire,side,a,a,8,5/8/2023,20:16:43,3600
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,30,gold,cap,a,a,3,5/8/2023,20:16:48,4697
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,31,daddy,dinosaur,a,a,3,5/8/2023,20:16:52,2921
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,32,draw,prize,a,a,3,5/8/2023,20:16:56,3719
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,33,family,day,a,a,4,5/8/2023,20:16:59,3215
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,34,throat,honey,NA,NA,8,5/8/2023,20:17:10,9823
1239-a13ea010-2650-4a8f-bb58-c7bc6fc7e904,88,35,bunny,mama,a,a,4,5/8/2023,20:17:13,2675
4418-f0aefd1e-51b8-4c91-a5dc-5187a9d90b39,23,0,baby,jaguar,a,a,3,5/8/2023,20:47:24,58655
